DAP,Gen,Loc,PlantID,Date,GrowthRate,Temperature,Solar.Rad,Humidity,Rainfall
60,A,K,1 # 2 # 4 # 5 # 6,7/2/16,4.650384795,78,24.05,56.19,0.054583333
61,A,K,1 # 2 # 4 # 5 # 6,7/3/16,5.040885718,85,23.69,53.06,0
62,A,K,1 # 2 # 4 # 5 # 6,7/4/16,5.451793484,80,25.45,62.67,0
63,A,K,1 # 2 # 4 # 5 # 6,7/5/16,5.86966628,94,27.4,80.82,0
64,A,K,1 # 2 # 4 # 5 # 6,7/6/16,6.263682625,95,28.15,82.46,0
65,A,K,1 # 2 # 4 # 5 # 6,7/7/16,6.570229268,94,29.92,83.89,0
66,A,K,1 # 2 # 4 # 5 # 6,7/8/16,6.673637911,95,30.53,82.38,0.001666667
67,A,K,1 # 2 # 4 # 5 # 6,7/9/16,6.405798263,91,30.56,84.47,0
68,A,K,1 # 2 # 4 # 5 # 6,7/10/16,5.621750099,93,29.99,88.55,0
69,A,K,1 # 2 # 4 # 5 # 6,7/11/16,4.371488153,98,28.76,83.21,0
70,A,K,1 # 2 # 4 # 5 # 6,7/12/16,2.976659308,98,27.18,82.53,0
71,A,K,1 # 2 # 4 # 5 # 6,7/13/16,1.804164857,91,26.75,71.83,0
72,A,K,1 # 2 # 4 # 5 # 6,7/14/16,1.00590004,97,23.98,59.09,0.020833333
73,A,K,1 # 2 # 4 # 5 # 6,7/15/16,0.532637652,86,22.9,57.55,0.025416667
74,A,K,1 # 2 # 4 # 5 # 6,7/16/16,0.273995909,87,24.26,70.89,0
75,A,K,1 # 2 # 4 # 5 # 6,7/17/16,0.138800572,86,29.95,84.34,0
76,A,K,1 # 2 # 4 # 5 # 6,7/18/16,0.069760256,97,26.28,73.52,0
77,A,K,1 # 2 # 4 # 5 # 6,7/19/16,0.034921014,94,22.61,67.48,0
78,A,K,1 # 2 # 4 # 5 # 6,7/20/16,0.017445847,93,26.78,72.38,0
79,A,K,1 # 2 # 4 # 5 # 6,7/21/16,0.008706828,98,28.55,83.66,0
80,A,K,1 # 2 # 4 # 5 # 6,7/22/16,0.004343196,100,24.91,67.09,0
81,A,K,1 # 2 # 4 # 5 # 6,7/23/16,0.002165957,99,27.47,84.78,0
82,A,K,1 # 2 # 4 # 5 # 6,7/24/16,0.00108003,101,27.29,72.46,0.002916667
83,A,K,1 # 2 # 4 # 5 # 6,7/25/16,0.000538511,95,26.96,69.6,0.045208333
84,A,K,1 # 2 # 4 # 5 # 6,7/26/16,0.000268497,84,25.09,62.08,0
85,A,K,1 # 2 # 4 # 5 # 6,7/27/16,0.000133869,89,24.37,69.1,0
86,A,K,1 # 2 # 4 # 5 # 6,7/28/16,6.67E-05,95,23.47,61.17,0.003958333
87,A,K,1 # 2 # 4 # 5 # 6,7/29/16,3.33E-05,90,24.05,58.65,0.000208333
88,A,K,1 # 2 # 4 # 5 # 6,7/30/16,1.66E-05,83,23.69,62.14,0
89,A,K,1 # 2 # 4 # 5 # 6,7/31/16,8.27E-06,92,23.58,60.59,0
90,A,K,1 # 2 # 4 # 5 # 6,8/1/16,4.12E-06,96,24.34,65.34,0
91,A,K,1 # 2 # 4 # 5 # 6,8/2/16,2.06E-06,98,26.1,71.47,0
92,A,K,1 # 2 # 4 # 5 # 6,8/3/16,1.03E-06,93,27.94,86.66,0
93,A,K,1 # 2 # 4 # 5 # 6,8/4/16,5.11E-07,94,27.79,83.75,0.003333333
94,A,K,1 # 2 # 4 # 5 # 6,8/5/16,2.55E-07,100,26.35,74.98,0.003541667
95,A,K,1 # 2 # 4 # 5 # 6,8/6/16,1.27E-07,76,25.06,67.93,0.001041667
96,A,K,1 # 2 # 4 # 5 # 6,8/7/16,6.33E-08,83,25.45,67.36,0.000416667
97,A,K,1 # 2 # 4 # 5 # 6,8/8/16,3.16E-08,82,25.6,64.6,0.000416667
98,A,K,1 # 2 # 4 # 5 # 6,8/9/16,1.57E-08,89,25.56,69.67,0.000208333
99,A,K,1 # 2 # 4 # 5 # 6,8/10/16,7.85E-09,89,29.7,81.26,0
100,A,K,1 # 2 # 4 # 5 # 6,8/11/16,3.91E-09,95,29.41,81.4,0.000208333
1,B,K,1 # 2 # 3 # 4 # 5 # 6,5/4/16,0.120886836,67,22.28,52.82,0
2,B,K,1 # 2 # 3 # 4 # 5 # 6,5/5/16,0.129722082,77,22.32,60.94,0
3,B,K,1 # 2 # 3 # 4 # 5 # 6,5/6/16,0.139203068,83,26.1,81.27,0
4,B,K,1 # 2 # 3 # 4 # 5 # 6,5/7/16,0.149376991,85,23.08,65.71,0
5,B,K,1 # 2 # 3 # 4 # 5 # 6,5/8/16,0.160294495,85,22.64,62.41,0
6,B,K,1 # 2 # 3 # 4 # 5 # 6,5/9/16,0.172009925,81,20.3,47.66,0
7,B,K,1 # 2 # 3 # 4 # 5 # 6,5/10/16,0.184581599,76,21.31,47.93,0
8,B,K,1 # 2 # 3 # 4 # 5 # 6,5/11/16,0.198072099,87,22.32,49.38,0
9,B,K,1 # 2 # 3 # 4 # 5 # 6,5/12/16,0.212548578,72,23.33,67.23,0
10,B,K,1 # 2 # 3 # 4 # 5 # 6,5/13/16,0.228083097,75,25.09,83.94,0
11,B,K,1 # 2 # 3 # 4 # 5 # 6,5/14/16,0.244752987,81,20.38,64.41,0
12,B,K,1 # 2 # 3 # 4 # 5 # 6,5/15/16,0.262641228,57,19.15,52.71,0
13,B,K,1 # 2 # 3 # 4 # 5 # 6,5/16/16,0.281836865,61,21.85,52.64,0
14,B,K,1 # 2 # 3 # 4 # 5 # 6,5/17/16,0.302435452,57,22.79,66.06,0
15,B,K,1 # 2 # 3 # 4 # 5 # 6,5/18/16,0.324539526,58,22.18,65.08,0
16,B,K,1 # 2 # 3 # 4 # 5 # 6,5/19/16,0.348259119,65,21.64,56,0
17,B,K,1 # 2 # 3 # 4 # 5 # 6,5/20/16,0.373712303,64,24.88,83.16,0
18,B,K,1 # 2 # 3 # 4 # 5 # 6,5/21/16,0.401025782,72,23.8,64.87,0
19,B,K,1 # 2 # 3 # 4 # 5 # 6,5/22/16,0.430335519,85,23.4,71.21,0
20,B,K,1 # 2 # 3 # 4 # 5 # 6,5/23/16,0.461787415,87,19.22,52.67,0
21,B,K,1 # 2 # 3 # 4 # 5 # 6,5/24/16,0.495538032,84,22.64,56.57,0
22,B,K,1 # 2 # 3 # 4 # 5 # 6,5/25/16,0.531755378,93,24.52,74.88,0
23,B,K,1 # 2 # 3 # 4 # 5 # 6,5/26/16,0.570619738,93,24.08,76.57,0
24,B,K,1 # 2 # 3 # 4 # 5 # 6,5/27/16,0.612324574,88,24.08,69.32,0
25,B,K,1 # 2 # 3 # 4 # 5 # 6,5/28/16,0.657077488,77,23.72,67.65,0
26,B,K,1 # 2 # 3 # 4 # 5 # 6,5/29/16,0.705101255,81,22.64,62.15,0
27,B,K,1 # 2 # 3 # 4 # 5 # 6,5/30/16,0.75663493,86,25.45,72.08,0
28,B,K,1 # 2 # 3 # 4 # 5 # 6,5/31/16,0.811935043,87,26.68,78.11,0
29,B,K,1 # 2 # 3 # 4 # 5 # 6,6/1/16,0.87127687,75,26.24,82.57,0
30,B,K,1 # 2 # 3 # 4 # 5 # 6,6/2/16,0.934955808,75,21.85,61.87,0
31,B,K,1 # 2 # 3 # 4 # 5 # 6,6/3/16,1.003288844,83,21.74,59.91,0
32,B,K,1 # 2 # 3 # 4 # 5 # 6,6/4/16,1.07661613,90,22.18,60.32,0
33,B,K,1 # 2 # 3 # 4 # 5 # 6,6/5/16,1.155302681,83,23.22,58.08,0
34,B,K,1 # 2 # 3 # 4 # 5 # 6,6/6/16,1.23974019,87,23.98,64.29,0
35,B,K,1 # 2 # 3 # 4 # 5 # 6,6/7/16,1.330348975,92,23.11,66.93,0
36,B,K,1 # 2 # 3 # 4 # 5 # 6,6/8/16,1.427580077,91,25.74,71.17,0
37,B,K,1 # 2 # 3 # 4 # 5 # 6,6/9/16,1.531917501,97,25.42,71.63,0.004791667
38,B,K,1 # 2 # 3 # 4 # 5 # 6,6/10/16,1.643880625,96,23.8,69.71,0
39,B,K,1 # 2 # 3 # 4 # 5 # 6,6/11/16,1.764026788,95,24.23,64.81,0
40,B,K,1 # 2 # 3 # 4 # 5 # 6,6/12/16,1.892954063,96,23.22,58.3,0
41,B,K,1 # 2 # 3 # 4 # 5 # 6,6/13/16,2.031304235,93,22.68,56.86,0.042083333
42,B,K,1 # 2 # 3 # 4 # 5 # 6,6/14/16,2.179765995,85,24.19,70.81,0
43,B,K,1 # 2 # 3 # 4 # 5 # 6,6/15/16,2.339078366,90,19.48,55.14,0
44,B,K,1 # 2 # 3 # 4 # 5 # 6,6/16/16,2.510034386,98,21.17,43.67,0
45,B,K,1 # 2 # 3 # 4 # 5 # 6,6/17/16,2.693485054,97,24.98,54.76,0
46,B,K,1 # 2 # 3 # 4 # 5 # 6,6/18/16,2.890343561,97,28.76,73.05,0
47,B,K,1 # 2 # 3 # 4 # 5 # 6,6/19/16,3.101589842,90,26.35,63.78,0
48,B,K,1 # 2 # 3 # 4 # 5 # 6,6/20/16,3.328275438,95,27.58,77.98,0
49,B,K,1 # 2 # 3 # 4 # 5 # 6,6/21/16,3.571528725,97,24.48,66.61,0
50,B,K,1 # 2 # 3 # 4 # 5 # 6,6/22/16,3.832560481,100,26.71,75.09,0
51,B,K,1 # 2 # 3 # 4 # 5 # 6,6/23/16,4.112669803,99,28.08,77.35,0
52,B,K,1 # 2 # 3 # 4 # 5 # 6,6/24/16,4.413250267,92,27.94,84.96,0.015
53,B,K,1 # 2 # 3 # 4 # 5 # 6,6/25/16,4.735796042,96,27.83,78.4,0.005833333
54,B,K,1 # 2 # 3 # 4 # 5 # 6,6/26/16,5.081907103,100,23.87,65.5,0.007083333
55,B,K,1 # 2 # 3 # 4 # 5 # 6,6/27/16,5.453291223,87,21.85,58.55,0.014791667
56,B,K,1 # 2 # 3 # 4 # 5 # 6,6/28/16,5.851756359,93,22.25,54.75,0
57,B,K,1 # 2 # 3 # 4 # 5 # 6,6/29/16,6.279176286,93,25.74,62.45,0.026041667
58,B,K,1 # 2 # 3 # 4 # 5 # 6,6/30/16,6.737383158,89,26.5,64.86,0.001428571
59,B,K,1 # 2 # 3 # 4 # 5 # 6,7/1/16,7.227862494,90,23.76,60.19,0.014166667
60,B,K,1 # 2 # 3 # 4 # 5 # 6,7/2/16,7.750917004,78,24.05,56.19,0.054583333
61,B,K,1 # 2 # 3 # 4 # 5 # 6,7/3/16,8.30341292,85,23.69,53.06,0
62,B,K,1 # 2 # 3 # 4 # 5 # 6,7/4/16,8.872803709,80,25.45,62.67,0
63,B,K,1 # 2 # 3 # 4 # 5 # 6,7/5/16,9.421762522,94,27.4,80.82,0
64,B,K,1 # 2 # 3 # 4 # 5 # 6,7/6/16,9.851556291,95,28.15,82.46,0
65,B,K,1 # 2 # 3 # 4 # 5 # 6,7/7/16,9.931429848,94,29.92,83.89,0
66,B,K,1 # 2 # 3 # 4 # 5 # 6,7/8/16,9.242163361,95,30.53,82.38,0.001666667
67,B,K,1 # 2 # 3 # 4 # 5 # 6,7/9/16,7.408946966,91,30.56,84.47,0
68,B,K,1 # 2 # 3 # 4 # 5 # 6,7/10/16,4.807520129,93,29.99,88.55,0
69,B,K,1 # 2 # 3 # 4 # 5 # 6,7/11/16,2.531880848,98,28.76,83.21,0
70,B,K,1 # 2 # 3 # 4 # 5 # 6,7/12/16,1.154568893,98,27.18,82.53,0
71,B,K,1 # 2 # 3 # 4 # 5 # 6,7/13/16,0.487898471,91,26.75,71.83,0
72,B,K,1 # 2 # 3 # 4 # 5 # 6,7/14/16,0.199182945,97,23.98,59.09,0.020833333
73,B,K,1 # 2 # 3 # 4 # 5 # 6,7/15/16,0.080143562,86,22.9,57.55,0.025416667
74,B,K,1 # 2 # 3 # 4 # 5 # 6,7/16/16,0.032056486,87,24.26,70.89,0
75,B,K,1 # 2 # 3 # 4 # 5 # 6,7/17/16,0.012791761,86,29.95,84.34,0
76,B,K,1 # 2 # 3 # 4 # 5 # 6,7/18/16,0.005099549,97,26.28,73.52,0
77,B,K,1 # 2 # 3 # 4 # 5 # 6,7/19/16,0.002032209,94,22.61,67.48,0
78,B,K,1 # 2 # 3 # 4 # 5 # 6,7/20/16,0.000809728,93,26.78,72.38,0
79,B,K,1 # 2 # 3 # 4 # 5 # 6,7/21/16,0.000322615,98,28.55,83.66,0
80,B,K,1 # 2 # 3 # 4 # 5 # 6,7/22/16,0.000128534,100,24.91,67.09,0
81,B,K,1 # 2 # 3 # 4 # 5 # 6,7/23/16,5.12E-05,99,27.47,84.78,0
82,B,K,1 # 2 # 3 # 4 # 5 # 6,7/24/16,2.04E-05,101,27.29,72.46,0.002916667
83,B,K,1 # 2 # 3 # 4 # 5 # 6,7/25/16,8.13E-06,95,26.96,69.6,0.045208333
84,B,K,1 # 2 # 3 # 4 # 5 # 6,7/26/16,3.24E-06,84,25.09,62.08,0
85,B,K,1 # 2 # 3 # 4 # 5 # 6,7/27/16,1.29E-06,89,24.37,69.1,0
86,B,K,1 # 2 # 3 # 4 # 5 # 6,7/28/16,5.14E-07,95,23.47,61.17,0.003958333
87,B,K,1 # 2 # 3 # 4 # 5 # 6,7/29/16,2.05E-07,90,24.05,58.65,0.000208333
88,B,K,1 # 2 # 3 # 4 # 5 # 6,7/30/16,8.16E-08,83,23.69,62.14,0
89,B,K,1 # 2 # 3 # 4 # 5 # 6,7/31/16,3.25E-08,92,23.58,60.59,0
90,B,K,1 # 2 # 3 # 4 # 5 # 6,8/1/16,1.30E-08,96,24.34,65.34,0
91,B,K,1 # 2 # 3 # 4 # 5 # 6,8/2/16,5.16E-09,98,26.1,71.47,0
92,B,K,1 # 2 # 3 # 4 # 5 # 6,8/3/16,2.06E-09,93,27.94,86.66,0
93,B,K,1 # 2 # 3 # 4 # 5 # 6,8/4/16,8.19E-10,94,27.79,83.75,0.003333333
94,B,K,1 # 2 # 3 # 4 # 5 # 6,8/5/16,3.26E-10,100,26.35,74.98,0.003541667
95,B,K,1 # 2 # 3 # 4 # 5 # 6,8/6/16,1.30E-10,76,25.06,67.93,0.001041667
96,B,K,1 # 2 # 3 # 4 # 5 # 6,8/7/16,5.18E-11,83,25.45,67.36,0.000416667
97,B,K,1 # 2 # 3 # 4 # 5 # 6,8/8/16,2.06E-11,82,25.6,64.6,0.000416667
98,B,K,1 # 2 # 3 # 4 # 5 # 6,8/9/16,8.22E-12,89,25.56,69.67,0.000208333
99,B,K,1 # 2 # 3 # 4 # 5 # 6,8/10/16,3.28E-12,89,29.7,81.26,0
100,B,K,1 # 2 # 3 # 4 # 5 # 6,8/11/16,1.30E-12,95,29.41,81.4,0.000208333
1,A,N,2 # 3 # 4 # 5 # 6,5/11/16,0.00763376,65,28.8,47.16,0
2,A,N,2 # 3 # 4 # 5 # 6,5/12/16,0.00825964,63,22.18,24.09,0
3,A,N,2 # 3 # 4 # 5 # 6,5/13/16,0.008936836,72,27.14,25.03,0
4,A,N,2 # 3 # 4 # 5 # 6,5/14/16,0.009669553,57,21.13,18.08,0
5,A,N,2 # 3 # 4 # 5 # 6,5/15/16,0.010462345,51,22.57,11.61,0
6,A,N,2 # 3 # 4 # 5 # 6,5/16/16,0.011320137,51,25.13,12.41,0.0003125
7,A,N,2 # 3 # 4 # 5 # 6,5/17/16,0.012248258,49,29.27,22.08,0
8,A,N,2 # 3 # 4 # 5 # 6,5/18/16,0.013252474,66,28.58,25.82,0
9,A,N,2 # 3 # 4 # 5 # 6,5/19/16,0.014339024,65,28.12,36.49,0
10,A,N,2 # 3 # 4 # 5 # 6,5/20/16,0.015514658,71,28.01,49.7,0
11,A,N,2 # 3 # 4 # 5 # 6,5/21/16,0.016786682,70,26.75,62.33,0.000104167
12,A,N,2 # 3 # 4 # 5 # 6,5/22/16,0.018162996,69,26.03,54.51,0.003958333
13,A,N,2 # 3 # 4 # 5 # 6,5/23/16,0.019652153,89,25.2,33.4,0
14,A,N,2 # 3 # 4 # 5 # 6,5/24/16,0.021263403,77,25.52,23.98,0.005104167
15,A,N,2 # 3 # 4 # 5 # 6,5/25/16,0.023006757,80,23.87,18.23,0.014583333
16,A,N,2 # 3 # 4 # 5 # 6,5/26/16,0.024893046,78,24.62,19.57,0.008020833
17,A,N,2 # 3 # 4 # 5 # 6,5/27/16,0.026933988,76,26.32,22.98,0.016666667
18,A,N,2 # 3 # 4 # 5 # 6,5/28/16,0.029142265,60,27.14,16.24,0.000104167
19,A,N,2 # 3 # 4 # 5 # 6,5/29/16,0.031531595,79,29.23,17.64,0.0021875
20,A,N,2 # 3 # 4 # 5 # 6,5/30/16,0.034116823,83,30.53,22.67,0.0034375
21,A,N,2 # 3 # 4 # 5 # 6,5/31/16,0.036914009,83,32.9,44,0.000412371
22,A,N,2 # 3 # 4 # 5 # 6,6/1/16,0.039940532,69,32.87,42.98,0
23,A,N,2 # 3 # 4 # 5 # 6,6/2/16,0.043215196,75,30.78,38.09,0
24,A,N,2 # 3 # 4 # 5 # 6,6/3/16,0.046758344,84,30.92,30.83,0
25,A,N,2 # 3 # 4 # 5 # 6,6/4/16,0.050591989,82,29.09,31.87,0
26,A,N,2 # 3 # 4 # 5 # 6,6/5/16,0.05473995,80,31.28,26.34,0
27,A,N,2 # 3 # 4 # 5 # 6,6/6/16,0.059227995,84,31.21,38.66,0
28,A,N,2 # 3 # 4 # 5 # 6,6/7/16,0.064084008,85,29.05,39.71,0
29,A,N,2 # 3 # 4 # 5 # 6,6/8/16,0.069338158,83,30.13,28.26,0
30,A,N,2 # 3 # 4 # 5 # 6,6/9/16,0.075023088,93,29.66,23.72,0
31,A,N,2 # 3 # 4 # 5 # 6,6/10/16,0.081174117,95,30.96,31.29,0
32,A,N,2 # 3 # 4 # 5 # 6,6/11/16,0.087829459,99,32.08,30.2,0
33,A,N,2 # 3 # 4 # 5 # 6,6/12/16,0.095030463,95,30.53,22.76,0.001098901
34,A,N,2 # 3 # 4 # 5 # 6,6/13/16,0.102821866,89,30.1,25.39,0.00125
35,A,N,2 # 3 # 4 # 5 # 6,6/14/16,0.111252074,87,26.5,29.93,0.002395833
36,A,N,2 # 3 # 4 # 5 # 6,6/15/16,0.120373462,85,26.68,19.87,0
37,A,N,2 # 3 # 4 # 5 # 6,6/16/16,0.130242699,96,26.68,13.52,0
38,A,N,2 # 3 # 4 # 5 # 6,6/17/16,0.1409211,97,30.38,18.98,0.01
39,A,N,2 # 3 # 4 # 5 # 6,6/18/16,0.152475006,90,33.66,25.97,0
40,A,N,2 # 3 # 4 # 5 # 6,6/19/16,0.1649762,87,33.41,27.61,0
41,A,N,2 # 3 # 4 # 5 # 6,6/20/16,0.178502347,97,31.86,27.26,0
42,A,N,2 # 3 # 4 # 5 # 6,6/21/16,0.193137483,81,29.2,22.38,0
43,A,N,2 # 3 # 4 # 5 # 6,6/22/16,0.208972531,96,31.1,17.79,0
44,A,N,2 # 3 # 4 # 5 # 6,6/23/16,0.226105871,87,29.27,19.52,0.012916667
45,A,N,2 # 3 # 4 # 5 # 6,6/24/16,0.244643947,88,29.95,20.22,0
46,A,N,2 # 3 # 4 # 5 # 6,6/25/16,0.264701932,95,32.29,34.51,0
47,A,N,2 # 3 # 4 # 5 # 6,6/26/16,0.28640444,84,29.95,32.71,0
48,A,N,2 # 3 # 4 # 5 # 6,6/27/16,0.309886305,91,28.66,22.97,0
49,A,N,2 # 3 # 4 # 5 # 6,6/28/16,0.335293411,91,28.48,17.63,0.010625
50,A,N,2 # 3 # 4 # 5 # 6,6/29/16,0.362783607,91,32.08,15.13,0.000104167
51,A,N,2 # 3 # 4 # 5 # 6,6/30/16,0.392527683,87,31.1,23.6,0
52,A,N,2 # 3 # 4 # 5 # 6,7/1/16,0.42471043,81,29.3,23.46,0.005416667
53,A,N,2 # 3 # 4 # 5 # 6,7/2/16,0.459531792,81,29.63,16.24,0
54,A,N,2 # 3 # 4 # 5 # 6,7/3/16,0.497208104,66,30.71,14.25,0.0003125
55,A,N,2 # 3 # 4 # 5 # 6,7/4/16,0.537973439,80,31.86,20.88,0
56,A,N,2 # 3 # 4 # 5 # 6,7/5/16,0.582081063,93,35.46,35.44,0.000104167
57,A,N,2 # 3 # 4 # 5 # 6,7/6/16,0.629805003,94,36.68,33.51,0
58,A,N,2 # 3 # 4 # 5 # 6,7/7/16,0.681441756,95,39.02,34.06,0
59,A,N,2 # 3 # 4 # 5 # 6,7/8/16,0.737312129,87,36.9,36.56,0
60,A,N,2 # 3 # 4 # 5 # 6,7/9/16,0.797763228,90,36.68,64.53,0
61,A,N,2 # 3 # 4 # 5 # 6,7/10/16,0.86317062,98,35.03,47.71,0
62,A,N,2 # 3 # 4 # 5 # 6,7/11/16,0.933940666,99,34.2,32.35,0
63,A,N,2 # 3 # 4 # 5 # 6,7/12/16,1.010513039,89,34.99,32.18,0
64,A,N,2 # 3 # 4 # 5 # 6,7/13/16,1.093363465,90,31.72,33.05,0
65,A,N,2 # 3 # 4 # 5 # 6,7/14/16,1.183006671,89,32.11,25.23,0.002083333
66,A,N,2 # 3 # 4 # 5 # 6,7/15/16,1.279999587,89,30.2,30.45,0
67,A,N,2 # 3 # 4 # 5 # 6,7/16/16,1.384944805,78,29.48,24.14,0
68,A,N,2 # 3 # 4 # 5 # 6,7/17/16,1.498494321,88,33.73,28.11,0
69,A,N,2 # 3 # 4 # 5 # 6,7/18/16,1.621353589,86,31.1,32.72,0.009166667
70,A,N,2 # 3 # 4 # 5 # 6,7/19/16,1.754285901,91,30.85,26.98,0.004375
71,A,N,2 # 3 # 4 # 5 # 6,7/20/16,1.89811713,95,33.59,29.19,0
72,A,N,2 # 3 # 4 # 5 # 6,7/21/16,2.053740858,100,33.88,45.64,0
73,A,N,2 # 3 # 4 # 5 # 6,7/22/16,2.222123929,100,31.21,26.9,0.005833333
74,A,N,2 # 3 # 4 # 5 # 6,7/23/16,2.404312441,98,34.92,38.93,0.000520833
